Category,Variable,Measure,Value,Group
Incident of NMSC in 2011,0,25-29,0.19,Female
Incident of NMSC in 2012,0.23,25-29,0.33,Female
Incident of NMSC in 2013,0,25-29,0.21,Female
Incident of NMSC in 2014,0,25-29,0.2,Female
Incident of NMSC in 2015,0,25-29,0.36,Female
Incident of NMSC in 2016,0.22,25-29,0.35,Female
Incident of NMSC in 2017,0.14,25-29,0.27,Female
Incident of NMSC in 2018,0.12,25-29,0.27,Female
Incident of NMSC in 2018,0-,25-29,25-29,Female
pop,155305,25-29,2050701,Female
case of NMSC in 2005,0,25-29,4.9216824,Female
pop,174563,25-29,2312567,Female
case of NMSC in 2006,0,25-29,6.0126742,Female
pop,191701,25-29,2361136,Female
case of NMSC in 2007,0,25-29,4.9583856,Female
pop,204918,25-29,2684460,Female
case of NMSC in 2008,1.0040982,25-29,5.100474,Female
pop,292891,25-29,3553884,Female
case of NMSC in 2009,0,25-29,17.0586432,Female
pop,486435,25-29,5055499,Female
case of NMSC in 2010,0,25-29,10.6165479,Female
pop,612356,25-29,5908775,Female
case of NMSC in 2011,0,25-29,11.2266725,Female
pop,882447,25-29,7960860,Female
case of NMSC in 2012,2.0296281,25-29,26.270838,Female
pop,991430,25-29,9007691,Female
case of NMSC in 2013,0,25-29,18.9161511,Female
pop,1321862,25-29,11691822,Female
case of NMSC in 2014,0,25-29,23.383644,Female
pop,1416150,25-29,13182611,Female
case of NMSC in 2015,0,25-29,47.4573996,Female
pop,1788641,25-29,15057787,Female
case of NMSC in 2016,3.9350102,25-29,52.7022545,Female
pop,2188292,25-29,16494026,Female
case of NMSC in 2017,3.0636088,25-29,44.5338702,Female
pop,2519946,25-29,18990123,Female
case of NMSC in 2018,3.0239352,25-29,51.2733321,Female
Incident of NMSC in 2005,0,30-34,0.26,Female
Incident of NMSC in 2006,0,30-34,0.08,Female
Incident of NMSC in 2007,0,30-34,0.3,Female
Incident of NMSC in 2008,0.49,30-34,0.4,Female
Incident of NMSC in 2009,0,30-34,0.27,Female
Incident of NMSC in 2010,0,30-34,0.39,Female
Incident of NMSC in 2011,0,30-34,0.25,Female
Incident of NMSC in 2012,0.23,30-34,0.33,Female
Incident of NMSC in 2013,0,30-34,0.39,Female
Incident of NMSC in 2014,0,30-34,0.3,Female
Incident of NMSC in 2015,0,30-34,0.4,Female
Incident of NMSC in 2016,0.22,30-34,0.43,Female
Incident of NMSC in 2017,0.14,30-34,0.43,Female
Incident of NMSC in 2018,0.12,30-34,0.44,Female
Incident of NMSC in 2018,0-,30-34,30-34,Female
pop,155305,30-34,2269902,Female
case of NMSC in 2005,0,30-34,5.9017452,Female
pop,174563,30-34,2449914,Female
case of NMSC in 2006,0,30-34,1.9599312,Female
pop,191701,30-34,2337215,Female
case of NMSC in 2007,0,30-34,7.011645,Female
pop,204918,30-34,2498796,Female
case of NMSC in 2008,1.0040982,30-34,9.995184,Female
pop,292891,30-34,3294092,Female
case of NMSC in 2009,0,30-34,8.8940484,Female
pop,486435,30-34,4809513,Female
case of NMSC in 2010,0,30-34,18.7571007,Female
pop,612356,30-34,5633034,Female
case of NMSC in 2011,0,30-34,14.082585,Female
pop,882447,30-34,7627051,Female
case of NMSC in 2012,2.0296281,30-34,25.1692683,Female
pop,991430,30-34,8515951,Female
case of NMSC in 2013,0,30-34,33.2122089,Female
pop,1321862,30-34,10798011,Female
case of NMSC in 2014,0,30-34,32.394033,Female
pop,1416150,30-34,12071550,Female
case of NMSC in 2015,0,30-34,48.2862,Female
pop,1788641,30-34,13846099,Female
case of NMSC in 2016,3.9350102,30-34,59.5382257,Female
pop,2188292,30-34,15952169,Female
case of NMSC in 2017,3.0636088,30-34,68.5943267,Female
pop,2519946,30-34,19198385,Female
case of NMSC in 2018,3.0239352,30-34,84.472894,Female
Incident of NMSC in 2005,0,35-39,0.66,Female
Incident of NMSC in 2006,0,35-39,0.61,Female
Incident of NMSC in 2007,0,35-39,0.57,Female
Incident of NMSC in 2008,0.49,35-39,0.45,Female
Incident of NMSC in 2009,0,35-39,0.41,Female
Incident of NMSC in 2010,0,35-39,0.56,Female
Incident of NMSC in 2011,0,35-39,0.64,Female
Incident of NMSC in 2012,0.23,35-39,0.52,Female
Incident of NMSC in 2013,0,35-39,0.56,Female
Incident of NMSC in 2014,0,35-39,0.56,Female
Incident of NMSC in 2015,0,35-39,0.57,Female
Incident of NMSC in 2016,0.22,35-39,0.51,Female
Incident of NMSC in 2017,0.14,35-39,0.59,Female
Incident of NMSC in 2018,0.12,35-39,0.58,Female
Incident of NMSC in 2018,0-,35-39,35-39,Female
pop,155305,35-39,2258323,Female
case of NMSC in 2005,0,35-39,14.9049318,Female
pop,174563,35-39,2642616,Female
case of NMSC in 2006,0,35-39,16.1199576,Female
pop,191701,35-39,2636017,Female
case of NMSC in 2007,0,35-39,15.0252969,Female
pop,204918,35-39,2870390,Female
case of NMSC in 2008,1.0040982,35-39,12.916755,Female
pop,292891,35-39,3643974,Female
case of NMSC in 2009,0,35-39,14.9402934,Female
pop,486435,35-39,5313020,Female
case of NMSC in 2010,0,35-39,29.752912,Female
pop,612356,35-39,6070466,Female
case of NMSC in 2011,0,35-39,38.8509824,Female
pop,882447,35-39,7913141,Female
case of NMSC in 2012,2.0296281,35-39,41.1483332,Female
pop,991430,35-39,8773968,Female
case of NMSC in 2013,0,35-39,49.1342208,Female
pop,1321862,35-39,10983789,Female
case of NMSC in 2014,0,35-39,61.5092184,Female
pop,1416150,35-39,11876947,Female
case of NMSC in 2015,0,35-39,67.6985979,Female
pop,1788641,35-39,14393216,Female
case of NMSC in 2016,3.9350102,35-39,73.4054016,Female
pop,2188292,35-39,16658626,Female
case of NMSC in 2017,3.0636088,35-39,98.2858934,Female
pop,2519946,35-39,19801472,Female
case of NMSC in 2018,3.0239352,35-39,114.8485376,Female
Incident of NMSC in 2005,0,40-44,0.86,Female
Incident of NMSC in 2006,0,40-44,1.01,Female
Incident of NMSC in 2007,0,40-44,0.84,Female
Incident of NMSC in 2008,0.49,40-44,0.75,Female
Incident of NMSC in 2009,0,40-44,0.84,Female
Incident of NMSC in 2010,0,40-44,0.92,Female
Incident of NMSC in 2011,0,40-44,0.74,Female
Incident of NMSC in 2012,0.23,40-44,0.91,Female
Incident of NMSC in 2013,0,40-44,0.92,Female
Incident of NMSC in 2014,0,40-44,0.88,Female
Incident of NMSC in 2015,0,40-44,0.8,Female
Incident of NMSC in 2016,0.22,40-44,0.76,Female
Incident of NMSC in 2017,0.14,40-44,0.83,Female
Incident of NMSC in 2018,0.12,40-44,0.67,Female
Incident of NMSC in 2018,0-,40-44,40-44,Female
pop,155305,40-44,2444537,Female
case of NMSC in 2005,0,40-44,21.0230182,Female
pop,174563,40-44,2683690,Female
case of NMSC in 2006,0,40-44,27.105269,Female
pop,191701,40-44,2628619,Female
case of NMSC in 2007,0,40-44,22.0803996,Female
pop,204918,40-44,2788576,Female
case of NMSC in 2008,1.0040982,40-44,20.91432,Female
pop,292891,40-44,3561545,Female
case of NMSC in 2009,0,40-44,29.916978,Female
pop,486435,40-44,5371195,Female
case of NMSC in 2010,0,40-44,49.414994,Female
pop,612356,40-44,6349482,Female
case of NMSC in 2011,0,40-44,46.9861668,Female
pop,882447,40-44,8866584,Female
case of NMSC in 2012,2.0296281,40-44,80.6859144,Female
pop,991430,40-44,10066117,Female
case of NMSC in 2013,0,40-44,92.6082764,Female
pop,1321862,40-44,12450713,Female
case of NMSC in 2014,0,40-44,109.5662744,Female
pop,1416150,40-44,13406894,Female
case of NMSC in 2015,0,40-44,107.255152,Female
pop,1788641,40-44,15571517,Female
case of NMSC in 2016,3.9350102,40-44,118.3435292,Female
pop,2188292,40-44,17374265,Female
case of NMSC in 2017,3.0636088,40-44,144.2063995,Female
pop,2519946,40-44,20383467,Female
case of NMSC in 2018,3.0239352,40-44,136.5692289,Female
Incident of NMSC in 2005,0,45-49,1.34,Female
Incident of NMSC in 2006,0,45-49,0.84,Female
Incident of NMSC in 2007,0,45-49,1.12,Female
Incident of NMSC in 2008,0.49,45-49,1.22,Female
Incident of NMSC in 2009,0,45-49,0.91,Female
Incident of NMSC in 2010,0,45-49,0.97,Female
Incident of NMSC in 2011,0,45-49,1.09,Female
Incident of NMSC in 2012,0.23,45-49,1.38,Female
Incident of NMSC in 2013,0,45-49,0.97,Female
Incident of NMSC in 2014,0,45-49,1.12,Female
Incident of NMSC in 2015,0,45-49,1.25,Female
Incident of NMSC in 2016,0.22,45-49,1.12,Female
Incident of NMSC in 2017,0.14,45-49,1.34,Female
Incident of NMSC in 2018,0.12,45-49,1.27,Female
Incident of NMSC in 2018,0-,45-49,45-49,Female
pop,155305,45-49,2381166,Female
case of NMSC in 2005,0,45-49,31.9076244,Female
pop,174563,45-49,2503272,Female
case of NMSC in 2006,0,45-49,21.0274848,Female
pop,191701,45-49,2414244,Female
case of NMSC in 2007,0,45-49,27.0395328,Female
pop,204918,45-49,2793057,Female
case of NMSC in 2008,1.0040982,45-49,34.0752954,Female
pop,292891,45-49,3609939,Female
case of NMSC in 2009,0,45-49,32.8504449,Female
pop,486435,45-49,5255654,Female
case of NMSC in 2010,0,45-49,50.9798438,Female
pop,612356,45-49,6228983,Female
case of NMSC in 2011,0,45-49,67.8959147,Female
pop,882447,45-49,8449493,Female
case of NMSC in 2012,2.0296281,45-49,116.6030034,Female
pop,991430,45-49,9706885,Female
case of NMSC in 2013,0,45-49,94.1567845,Female
pop,1321862,45-49,12307504,Female
case of NMSC in 2014,0,45-49,137.8440448,Female
pop,1416150,45-49,13962710,Female
case of NMSC in 2015,0,45-49,174.533875,Female
pop,1788641,45-49,16937078,Female
case of NMSC in 2016,3.9350102,45-49,189.6952736,Female
pop,2188292,45-49,19536061,Female
case of NMSC in 2017,3.0636088,45-49,261.7832174,Female
pop,2519946,45-49,23040048,Female
case of NMSC in 2018,3.0239352,45-49,292.6086096,Female
Incident of NMSC in 2005,0,50-54,1.33,Female
Incident of NMSC in 2006,0,50-54,1.49,Female
Incident of NMSC in 2007,0,50-54,1.85,Female
Incident of NMSC in 2008,0.49,50-54,1.53,Female
Incident of NMSC in 2009,0,50-54,1.32,Female
Incident of NMSC in 2010,0,50-54,1.54,Female
Incident of NMSC in 2011,0,50-54,1.46,Female
Incident of NMSC in 2012,0.23,50-54,1.81,Female
Incident of NMSC in 2013,0,50-54,1.54,Female
Incident of NMSC in 2014,0,50-54,1.81,Female
Incident of NMSC in 2015,0,50-54,1.82,Female
Incident of NMSC in 2016,0.22,50-54,2.18,Female
Incident of NMSC in 2017,0.14,50-54,2.22,Female
Incident of NMSC in 2018,0.12,50-54,2.15,Female
Incident of NMSC in 2018,0-,50-54,50-54,Female
pop,155305,50-54,2032322,Female
case of NMSC in 2005,0,50-54,27.0298826,Female
pop,174563,50-54,2285926,Female
case of NMSC in 2006,0,50-54,34.0602974,Female
pop,191701,50-54,2323058,Female
case of NMSC in 2007,0,50-54,42.976573,Female
pop,204918,50-54,2739322,Female
case of NMSC in 2008,1.0040982,50-54,41.9116266,Female
pop,292891,50-54,3268616,Female
case of NMSC in 2009,0,50-54,43.1457312,Female
pop,486435,50-54,4552651,Female
case of NMSC in 2010,0,50-54,70.1108254,Female
pop,612356,50-54,5084474,Female
case of NMSC in 2011,0,50-54,74.2333204,Female
pop,882447,50-54,6699404,Female
case of NMSC in 2012,2.0296281,50-54,121.2592124,Female
pop,991430,50-54,7816449,Female
case of NMSC in 2013,0,50-54,120.3733146,Female
pop,1321862,50-54,10246073,Female
case of NMSC in 2014,0,50-54,185.4539213,Female
pop,1416150,50-54,11997873,Female
case of NMSC in 2015,0,50-54,218.3612886,Female
pop,1788641,50-54,14201829,Female
case of NMSC in 2016,3.9350102,50-54,309.5998722,Female
pop,2188292,50-54,16196844,Female
case of NMSC in 2017,3.0636088,50-54,359.5699368,Female
pop,2519946,50-54,19306199,Female
case of NMSC in 2018,3.0239352,50-54,415.0832785,Female
Incident of NMSC in 2005,0,55-59,2.63,Female
Incident of NMSC in 2006,0,55-59,2.96,Female
Incident of NMSC in 2007,0,55-59,2.52,Female
Incident of NMSC in 2008,0.49,55-59,3.34,Female
Incident of NMSC in 2009,0,55-59,2.63,Female
Incident of NMSC in 2010,0,55-59,2.8,Female
Incident of NMSC in 2011,0,55-59,3.01,Female
Incident of NMSC in 2012,0.23,55-59,3.25,Female
Incident of NMSC in 2013,0,55-59,2.8,Female
Incident of NMSC in 2014,0,55-59,2.23,Female
Incident of NMSC in 2015,0,55-59,2.81,Female
Incident of NMSC in 2016,0.22,55-59,2.46,Female
Incident of NMSC in 2017,0.14,55-59,2.38,Female
Incident of NMSC in 2018,0.12,55-59,2.69,Female
Incident of NMSC in 2018,0-,55-59,55-59,Female
pop,155305,55-59,1409502,Female
case of NMSC in 2005,0,55-59,37.0699026,Female
pop,174563,55-59,1588109,Female
case of NMSC in 2006,0,55-59,47.0080264,Female
pop,191701,55-59,1665629,Female
case of NMSC in 2007,0,55-59,41.9738508,Female
pop,204918,55-59,2066242,Female
case of NMSC in 2008,1.0040982,55-59,69.0124828,Female
pop,292891,55-59,2733907,Female
case of NMSC in 2009,0,55-59,71.9017541,Female
pop,486435,55-59,4084984,Female
case of NMSC in 2010,0,55-59,114.379552,Female
pop,612356,55-59,5008514,Female
case of NMSC in 2011,0,55-59,150.7562714,Female
pop,882447,55-59,6985878,Female
case of NMSC in 2012,2.0296281,55-59,227.041035,Female
pop,991430,55-59,8061197,Female
case of NMSC in 2013,0,55-59,225.713516,Female
pop,1321862,55-59,9861510,Female
case of NMSC in 2014,0,55-59,219.911673,Female
pop,1416150,55-59,10455327,Female
case of NMSC in 2015,0,55-59,293.7946887,Female
pop,1788641,55-59,12131389,Female
case of NMSC in 2016,3.9350102,55-59,298.4321694,Female
pop,2188292,55-59,13539831,Female
case of NMSC in 2017,3.0636088,55-59,322.2479778,Female
pop,2519946,55-59,16708862,Female
case of NMSC in 2018,3.0239352,55-59,449.4683878,Female
Incident of NMSC in 2005,0,60-64,3.44,Female
Incident of NMSC in 2006,0,60-64,4,Female
Incident of NMSC in 2007,0,60-64,4.32,Female
Incident of NMSC in 2008,0.49,60-64,4.12,Female
Incident of NMSC in 2009,0,60-64,3.84,Female
Incident of NMSC in 2010,0,60-64,3.95,Female
Incident of NMSC in 2011,0,60-64,4.09,Female
Incident of NMSC in 2012,0.23,60-64,4.18,Female
Incident of NMSC in 2013,0,60-64,3.78,Female
Incident of NMSC in 2014,0,60-64,4.42,Female
Incident of NMSC in 2015,0,60-64,4.32,Female
Incident of NMSC in 2016,0.22,60-64,4.36,Female
Incident of NMSC in 2017,0.14,60-64,4.28,Female
Incident of NMSC in 2018,0.12,60-64,4.7,Female
Incident of NMSC in 2018,0-,60-64,60-64,Female
pop,155305,60-64,1075480,Female
case of NMSC in 2005,0,60-64,36.996512,Female
pop,174563,60-64,1198855,Female
case of NMSC in 2006,0,60-64,47.9542,Female
pop,191701,60-64,1250034,Female
case of NMSC in 2007,0,60-64,54.0014688,Female
pop,204918,60-64,1503302,Female
case of NMSC in 2008,1.0040982,60-64,61.9360424,Female
pop,292891,60-64,1954947,Female
case of NMSC in 2009,0,60-64,75.0699648,Female
pop,486435,60-64,2887210,Female
case of NMSC in 2010,0,60-64,114.044795,Female
pop,612356,60-64,3542509,Female
case of NMSC in 2011,0,60-64,144.8886181,Female
pop,882447,60-64,5028979,Female
case of NMSC in 2012,2.0296281,60-64,210.2113222,Female
pop,991430,60-64,6086285,Female
case of NMSC in 2013,0,60-64,230.061573,Female
pop,1321862,60-64,8062979,Female
case of NMSC in 2014,0,60-64,356.3836718,Female
pop,1416150,60-64,9366577,Female
case of NMSC in 2015,0,60-64,404.6361264,Female
pop,1788641,60-64,11386814,Female
case of NMSC in 2016,3.9350102,60-64,496.4650904,Female
pop,2188292,60-64,13144245,Female
case of NMSC in 2017,3.0636088,60-64,562.573686,Female
pop,2519946,60-64,15611141,Female
case of NMSC in 2018,3.0239352,60-64,733.723627,Female
Incident of NMSC in 2005,0,65-69,5.67,Female
Incident of NMSC in 2006,0,65-69,4.89,Female
Incident of NMSC in 2007,0,65-69,5.4,Female
Incident of NMSC in 2008,0.49,65-69,5.17,Female
Incident of NMSC in 2009,0,65-69,5.36,Female
Incident of NMSC in 2010,0,65-69,4.53,Female
Incident of NMSC in 2011,0,65-69,5.93,Female
Incident of NMSC in 2012,0.23,65-69,6.49,Female
Incident of NMSC in 2013,0,65-69,5.36,Female
Incident of NMSC in 2014,0,65-69,5.88,Female
Incident of NMSC in 2015,0,65-69,5.83,Female
Incident of NMSC in 2016,0.22,65-69,6.2,Female
Incident of NMSC in 2017,0.14,65-69,6.4,Female
Incident of NMSC in 2018,0.12,65-69,7.01,Female
Incident of NMSC in 2018,0-,65-69,65-69,Female
pop,155305,65-69,1057865,Female
case of NMSC in 2005,0,65-69,59.9809455,Female
pop,174563,65-69,1125686,Female
case of NMSC in 2006,0,65-69,55.0460454,Female
pop,191701,65-69,1111722,Female
case of NMSC in 2007,0,65-69,60.032988,Female
pop,204918,65-69,1200246,Female
case of NMSC in 2008,1.0040982,65-69,62.0527182,Female
pop,292891,65-69,1492917,Female
case of NMSC in 2009,0,65-69,80.0203512,Female
pop,486435,65-69,2141523,Female
case of NMSC in 2010,0,65-69,97.0109919,Female
pop,612356,65-69,2579211,Female
case of NMSC in 2011,0,65-69,152.9472123,Female
pop,882447,65-69,3543202,Female
case of NMSC in 2012,2.0296281,65-69,229.9538098,Female
pop,991430,65-69,4237380,Female
case of NMSC in 2013,0,65-69,227.123568,Female
pop,1321862,65-69,5626648,Female
case of NMSC in 2014,0,65-69,330.8469024,Female
pop,1416150,65-69,6588261,Female
case of NMSC in 2015,0,65-69,384.0956163,Female
pop,1788641,65-69,8235724,Female
case of NMSC in 2016,3.9350102,65-69,510.614888,Female
pop,2188292,65-69,9780861,Female
case of NMSC in 2017,3.0636088,65-69,625.975104,Female
pop,2519946,65-69,12319000,Female
case of NMSC in 2018,3.0239352,65-69,863.5619,Female
Incident of NMSC in 2005,0,70-74,7.65,Female
Incident of NMSC in 2006,0,70-74,8.52,Female
Incident of NMSC in 2007,0,70-74,9.24,Female
Incident of NMSC in 2008,0.49,70-74,11.11,Female
Incident of NMSC in 2009,0,70-74,8.12,Female
Incident of NMSC in 2010,0,70-74,6.39,Female
Incident of NMSC in 2011,0,70-74,9.26,Female
Incident of NMSC in 2012,0.23,70-74,8.22,Female
Incident of NMSC in 2013,0,70-74,8.63,Female
Incident of NMSC in 2014,0,70-74,8.91,Female
Incident of NMSC in 2015,0,70-74,8.63,Female
Incident of NMSC in 2016,0.22,70-74,9.47,Female
Incident of NMSC in 2017,0.14,70-74,9.24,Female
Incident of NMSC in 2018,0.12,70-74,11.09,Female
Incident of NMSC in 2018,0-,70-74,70-74,Female
pop,155305,70-74,927751,Female
case of NMSC in 2005,0,70-74,70.9729515,Female
pop,174563,70-74,1021043,Female
case of NMSC in 2006,0,70-74,86.9928636,Female
pop,191701,70-74,1028102,Female
case of NMSC in 2007,0,70-74,94.9966248,Female
pop,204918,70-74,1160933,Female
case of NMSC in 2008,1.0040982,70-74,128.9796563,Female
pop,292891,70-74,1367135,Female
case of NMSC in 2009,0,70-74,111.011362,Female
pop,486435,70-74,1908171,Female
case of NMSC in 2010,0,70-74,121.9321269,Female
pop,612356,70-74,2169921,Female
case of NMSC in 2011,0,70-74,200.9346846,Female
pop,882447,70-74,2870922,Female
case of NMSC in 2012,2.0296281,70-74,235.9897884,Female
pop,991430,70-74,3291473,Female
case of NMSC in 2013,0,70-74,284.0541199,Female
pop,1321862,70-74,4198659,Female
case of NMSC in 2014,0,70-74,374.1005169,Female
pop,1416150,70-74,4866170,Female
case of NMSC in 2015,0,70-74,419.950471,Female
pop,1788641,70-74,5882212,Female
case of NMSC in 2016,3.9350102,70-74,557.0454764,Female
pop,2188292,70-74,6881776,Female
case of NMSC in 2017,3.0636088,70-74,635.8761024,Female
pop,2519946,70-74,8547333,Female
case of NMSC in 2018,3.0239352,70-74,947.8992297,Female
Incident of NMSC in 2005,0,75-79,13.36,Female
Incident of NMSC in 2006,0,75-79,10.76,Female
Incident of NMSC in 2007,0,75-79,13.06,Female
Incident of NMSC in 2008,0.49,75-79,14.58,Female
Incident of NMSC in 2009,0,75-79,12.94,Female
Incident of NMSC in 2010,0,75-79,12.16,Female
Incident of NMSC in 2011,0,75-79,12.64,Female
Incident of NMSC in 2012,0.23,75-79,13.01,Female
Incident of NMSC in 2013,0,75-79,12.49,Female
Incident of NMSC in 2014,0,75-79,12.93,Female
Incident of NMSC in 2015,0,75-79,13.16,Female
Incident of NMSC in 2016,0.22,75-79,13.69,Female
Incident of NMSC in 2017,0.14,75-79,14.32,Female
Incident of NMSC in 2018,0.12,75-79,15.01,Female
Incident of NMSC in 2018,0-,75-79,75-79,Female
pop,155305,75-79,628733,Female
case of NMSC in 2005,0,75-79,83.9987288,Female
pop,174563,75-79,696740,Female
case of NMSC in 2006,0,75-79,74.969224,Female
pop,191701,75-79,704616,Female
case of NMSC in 2007,0,75-79,92.0228496,Female
pop,204918,75-79,864151,Female
case of NMSC in 2008,1.0040982,75-79,125.9932158,Female
pop,292891,75-79,1051034,Female
case of NMSC in 2009,0,75-79,136.0037996,Female
pop,486435,75-79,1529005,Female
case of NMSC in 2010,0,75-79,185.927008,Female
pop,612356,75-79,1803533,Female
case of NMSC in 2011,0,75-79,227.9665712,Female
pop,882447,75-79,2428431,Female
case of NMSC in 2012,2.0296281,75-79,315.9388731,Female
pop,991430,75-79,2785738,Female
case of NMSC in 2013,0,75-79,347.9386762,Female
pop,1321862,75-79,3502144,Female
case of NMSC in 2014,0,75-79,452.8272192,Female
pop,1416150,75-79,3875659,Female
case of NMSC in 2015,0,75-79,510.0367244,Female
pop,1788641,75-79,4579432,Female
case of NMSC in 2016,3.9350102,75-79,626.9242408,Female
pop,2188292,75-79,5238141,Female
case of NMSC in 2017,3.0636088,75-79,750.1017912,Female
pop,2519946,75-79,6302079,Female
case of NMSC in 2018,3.0239352,75-79,945.9420579,Female
Incident of NMSC in 2005,0,80-84,12.09,Female
Incident of NMSC in 2006,0,80-84,18.85,Female
Incident of NMSC in 2007,0,80-84,18.7,Female
Incident of NMSC in 2008,0.49,80-84,19.56,Female
Incident of NMSC in 2009,0,80-84,19.03,Female
Incident of NMSC in 2010,0,80-84,15.8,Female
Incident of NMSC in 2011,0,80-84,18.88,Female
Incident of NMSC in 2012,0.23,80-84,20.02,Female
Incident of NMSC in 2013,0,80-84,17.42,Female
Incident of NMSC in 2014,0,80-84,19.49,Female
Incident of NMSC in 2015,0,80-84,19.7,Female
Incident of NMSC in 2016,0.22,80-84,20.5,Female
Incident of NMSC in 2017,0.14,80-84,21.09,Female
Incident of NMSC in 2018,0.12,80-84,22.44,Female
Incident of NMSC in 2018,0-,80-84,80-84,Female
pop,155305,80-84,363891,Female
case of NMSC in 2005,0,80-84,43.9944219,Female
pop,174563,80-84,403278,Female
case of NMSC in 2006,0,80-84,76.017903,Female
pop,191701,80-84,417135,Female
case of NMSC in 2007,0,80-84,78.004245,Female
pop,204918,80-84,516355,Female
case of NMSC in 2008,1.0040982,80-84,100.999038,Female
pop,292891,80-84,625393,Female
case of NMSC in 2009,0,80-84,119.0122879,Female
pop,486435,80-84,917595,Female
case of NMSC in 2010,0,80-84,144.98001,Female
pop,612356,80-84,1086017,Female
case of NMSC in 2011,0,80-84,205.0400096,Female
pop,882447,80-84,1507561,Female
case of NMSC in 2012,2.0296281,80-84,301.8137122,Female
pop,991430,80-84,1762244,Female
case of NMSC in 2013,0,80-84,306.9829048,Female
pop,1321862,80-84,2318947,Female
case of NMSC in 2014,0,80-84,451.9627703,Female
pop,1416150,80-84,2670297,Female
case of NMSC in 2015,0,80-84,526.048509,Female
pop,1788641,80-84,3214901,Female
case of NMSC in 2016,3.9350102,80-84,659.054705,Female
pop,2188292,80-84,3699088,Female
case of NMSC in 2017,3.0636088,80-84,780.1376592,Female
pop,2519946,80-84,4456919,Female
case of NMSC in 2018,3.0239352,80-84,1000.1326236,Female
Incident of NMSC in 2005,0,85+,19.94,Female
Incident of NMSC in 2006,0,85+,31.5,Female
Incident of NMSC in 2007,0,85+,31.19,Female
Incident of NMSC in 2008,0.49,85+,27.52,Female
Incident of NMSC in 2009,0,85+,26.17,Female
Incident of NMSC in 2010,0,85+,20.51,Female
Incident of NMSC in 2011,0,85+,27.29,Female
Incident of NMSC in 2012,0.23,85+,29.68,Female
Incident of NMSC in 2013,0,85+,24.75,Female
Incident of NMSC in 2014,0,85+,27.73,Female
Incident of NMSC in 2015,0,85+,28.01,Female
Incident of NMSC in 2016,0.22,85+,29.28,Female
Incident of NMSC in 2017,0.14,85+,30.34,Female
Incident of NMSC in 2018,0.12,85+,35.68,Female
Incident of NMSC in 2018,0-,85+,85+,Female
pop,155305,85+,230721,Female
case of NMSC in 2005,0,85+,46.0057674,Female
pop,174563,85+,253930,Female
case of NMSC in 2006,0,85+,79.98795,Female
pop,191701,85+,266072,Female
case of NMSC in 2007,0,85+,82.9878568,Female
pop,204918,85+,341586,Female
case of NMSC in 2008,1.0040982,85+,94.0044672,Female
pop,292891,85+,412763,Female
case of NMSC in 2009,0,85+,108.0200771,Female
pop,486435,85+,589813,Female
case of NMSC in 2010,0,85+,120.9706463,Female
pop,612356,85+,703547,Female
case of NMSC in 2011,0,85+,191.9979763,Female
pop,882447,85+,983724,Female
case of NMSC in 2012,2.0296281,85+,291.9692832,Female
pop,991430,85+,1187642,Female
case of NMSC in 2013,0,85+,293.941395,Female
pop,1321862,85+,1615316,Female
case of NMSC in 2014,0,85+,447.9271268,Female
pop,1416150,85+,1970903,Female
case of NMSC in 2015,0,85+,552.0499303,Female
pop,1788641,85+,2363767,Female
case of NMSC in 2016,3.9350102,85+,692.1109776,Female
pop,2188292,85+,2745617,Female
case of NMSC in 2017,3.0636088,85+,833.0201978,Female
pop,2519946,85+,3377404,Female
case of NMSC in 2018,3.0239352,85+,1205.0577472,Female
Incident of NMSC in 2005,0,1-4,0.11,Urban
Incident of NMSC in 2006,0,1-4,0.09,Urban
Incident of NMSC in 2007,0,1-4,0,Urban
Incident of NMSC in 2008,0.31,1-4,0.07,Urban
Incident of NMSC in 2009,0.26,1-4,0.06,Urban
Incident of NMSC in 2010,0,1-4,0.08,Urban
Incident of NMSC in 2011,0,1-4,0.07,Urban
Incident of NMSC in 2012,0.24,1-4,0.03,Urban
Incident of NMSC in 2013,0.11,1-4,0.1,Urban
Incident of NMSC in 2014,0,1-4,0.04,Urban
Incident of NMSC in 2015,0,1-4,0.05,Urban
Incident of NMSC in 2016,0.22,1-4,0.04,Urban
Incident of NMSC in 2017,0.04,1-4,0.13,Urban
Incident of NMSC in 2018,0.08,1-4,0.09,Urban
Incident of NMSC in 2018,0-,1-4,1-4,Urban
pop,196647,1-4,942781,Urban
case of NMSC in 2005,0,1-4,1.0370591,Urban
pop,246212,1-4,1144961,Urban
case of NMSC in 2006,0,1-4,1.0304649,Urban
pop,256582,1-4,1081901,Urban
case of NMSC in 2007,0,1-4,0,Urban
pop,320424,1-4,1390007,Urban
case of NMSC in 2008,0.9933144,1-4,0.9730049,Urban
pop,384131,1-4,1691678,Urban
case of NMSC in 2009,0.9987406,1-4,1.0150068,Urban
pop,595402,1-4,2632533,Urban
case of NMSC in 2010,0,1-4,2.1060264,Urban
pop,688959,1-4,2995203,Urban
case of NMSC in 2011,0,1-4,2.0966421,Urban
pop,841767,1-4,3392704,Urban
case of NMSC in 2012,2.0202408,1-4,1.0178112,Urban
pop,923346,1-4,3905782,Urban
case of NMSC in 2013,1.0156806,1-4,3.905782,Urban
pop,1275248,1-4,5320656,Urban
case of NMSC in 2014,0,1-4,2.1282624,Urban
